member_id,timestamp,track_name,artist,album,,ms_played,skipped,shuffle,offline,private_session,start_reason,end_reason
1,2026-04-17T13:31:32Z,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,,189574,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-04-17T23:37:17Z,Blinding Lights,The Weeknd,After Hours,,67716,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-04-20T00:17:46Z,Raabta,Arijit Singh,Agent Vinod,,226381,FALSE,FALSE,FALSE,FALSE,clickrow,trackdone
1,2026-04-20T08:14:57Z,Brown Munde,AP Dhillon,Brown Munde,,192247,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-04-20T23:22:04Z,As It Was,Harry Styles,Harrys House,,244614,FALSE,FALSE,FALSE,FALSE,trackdone,endplay
1,2026-04-21T08:01:16Z,Satranga,Arijit Singh,Animal,,172627,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-04-21T20:27:50Z,Chaleya,Arijit Singh,Jawan,,268990,FALSE,FALSE,FALSE,FALSE,clickrow,trackdone
1,2026-04-21T21:07:27Z,Heeriye,Jasleen Royal,Heeriye,,30945,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-04-22T00:03:45Z,Heat Waves,Glass Animals,Dreamland,,205885,FALSE,FALSE,TRUE,TRUE,clickrow,endplay
1,2026-04-22T12:50:04Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,199446,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-04-24T22:37:21Z,Agar Tum Saath Ho,Alka Yagnik,Tamasha,,207542,FALSE,TRUE,TRUE,FALSE,trackdone,trackdone
1,2026-04-28T07:45:56Z,Apna Bana Le,Arijit Singh,Bhediya,,53033,TRUE,FALSE,FALSE,FALSE,backbtn,fwdbtn
1,2026-04-28T18:46:39Z,Heat Waves,Glass Animals,Dreamland,,198799,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-04-30T22:57:04Z,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,,193812,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
