member_id,timestamp,day_of_week,hour_of_day,track_name,artist,album,language,genre,ms_played,skipped,shuffle,offline,private_session,start_reason,end_reason,danceability,energy,valence,tempo,acousticness,speechiness,instrumentalness,loudness,popularity,log_ms_played,hour_binned,hour_sin,hour_cos,cluster
2,2025-11-04 21:33:27+00:00,Tuesday,21,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,108314,True,False,False,False,fwdbtn,fwdbtn,0.467,0.501,0.611,87.71,0.508,0.045,0.012,-9.43,70,11.592798927553392,Late Night,-0.7071067811865477,0.7071067811865474,2
2,2025-11-04 21:49:58+00:00,Tuesday,21,Obsessed,Riar Saab,Obsessed,Hindi,Punjabi,174892,False,True,False,False,clickrow,trackdone,0.809,0.676,0.625,115.64,0.081,0.09,0.004,-4.09,79,12.071929637335543,Late Night,-0.7071067811865477,0.7071067811865474,0
2,2025-11-04 22:27:15+00:00,Tuesday,22,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,189168,False,True,False,False,fwdbtn,endplay,0.649,0.496,0.639,95.4,0.419,0.042,0.005,-7.63,77,12.150396074395276,Late Night,-0.5000000000000004,0.8660254037844384,2
2,2025-11-05 13:06:19+00:00,Wednesday,13,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,129105,True,True,False,True,trackdone,fwdbtn,0.526,0.432,0.575,87.53,0.449,0.066,0.003,-9.58,89,11.768389051355086,Afternoon,-0.2588190451025208,-0.9659258262890684,2
2,2025-11-06 00:17:05+00:00,Thursday,0,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,140985,False,True,False,False,fwdbtn,trackdone,0.546,0.472,0.481,91.7,0.593,0.057,0.005,-8.22,69,11.856415873650509,Late Night,0.0,1.0,2
2,2025-11-07 18:00:03+00:00,Friday,18,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,119837,True,True,True,False,appload,fwdbtn,0.472,0.502,0.558,87.66,0.511,0.044,0.0,-11.29,77,11.693896109693227,Evening,-1.0,-1.8369701987210294e-16,2
2,2025-11-07 23:17:41+00:00,Friday,23,Satranga,Arijit Singh,Animal,Hindi,Bollywood,210775,False,True,False,False,trackdone,trackdone,0.46,0.543,0.308,84.67,0.559,0.037,0.004,-10.36,71,12.258551237175304,Late Night,-0.2588190451025215,0.965925826289068,1
2,2025-11-08 20:12:07+00:00,Saturday,20,Brown Munde,AP Dhillon,Brown Munde,Hindi,Punjabi,205152,False,False,False,False,fwdbtn,trackdone,0.802,0.768,0.652,121.81,0.096,0.121,0.0,-6.03,84,12.23151132120967,Evening,-0.8660254037844386,0.5000000000000001,0
2,2025-11-08 21:34:49+00:00,Saturday,21,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,218789,False,True,False,False,trackdone,trackdone,0.478,0.386,0.542,80.14,0.739,0.021,0.0,-12.73,75,12.295867644646387,Late Night,-0.7071067811865477,0.7071067811865474,1
2,2025-11-08 21:42:41+00:00,Saturday,21,Husn,Anuv Jain,Husn,Hindi,Indie,255440,False,False,False,False,trackdone,trackdone,0.442,0.311,0.433,78.05,0.663,0.042,0.002,-11.06,68,12.450746742194656,Late Night,-0.7071067811865477,0.7071067811865474,1
2,2025-11-10 23:28:51+00:00,Monday,23,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,243498,False,False,False,False,clickrow,trackdone,0.614,0.641,0.736,98.74,0.318,0.06,0.001,-8.47,82,12.402868114720167,Late Night,-0.2588190451025215,0.965925826289068,2
2,2025-11-11 07:59:14+00:00,Tuesday,7,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,232985,False,True,False,False,trackdone,trackdone,0.763,0.668,0.725,110.02,0.214,0.106,0.002,-5.53,78,12.3587336449057,Morning,0.9659258262890684,-0.2588190451025206,0
2,2025-11-11 13:08:17+00:00,Tuesday,13,Maan Meri Jaan,King,Champagne Talk,Hindi,Hindi Pop,186749,False,True,False,False,appload,trackdone,0.729,0.594,0.684,109.93,0.154,0.125,0.009,-4.95,76,12.137526102995064,Afternoon,-0.2588190451025208,-0.9659258262890684,0
2,2025-11-11 18:33:30+00:00,Tuesday,18,O Maahi,Arijit Singh,Dunki,Hindi,Bollywood,87187,True,False,False,False,trackdone,fwdbtn,0.52,0.426,0.329,92.56,0.632,0.017,0.0,-11.1,74,11.375821985748404,Evening,-1.0,-1.8369701987210294e-16,1
2,2025-11-11 21:21:44+00:00,Tuesday,21,Satranga,Arijit Singh,Animal,Hindi,Bollywood,272945,False,True,False,False,clickrow,trackdone,0.483,0.491,0.386,88.63,0.562,0.043,0.0,-8.2,77,12.51702925240386,Late Night,-0.7071067811865477,0.7071067811865474,1
2,2025-11-11 21:30:06+00:00,Tuesday,21,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,154082,False,False,False,False,trackdone,trackdone,0.453,0.552,0.51,90.99,0.443,0.058,0.0,-10.33,75,11.945246697247391,Late Night,-0.7071067811865477,0.7071067811865474,2
2,2025-11-12 18:16:03+00:00,Wednesday,18,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,132992,False,False,False,False,trackdone,trackdone,0.468,0.371,0.27,87.67,0.669,0.011,0.0,-9.63,75,11.798051774239854,Evening,-1.0,-1.8369701987210294e-16,1
2,2025-11-12 20:27:00+00:00,Wednesday,20,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,227086,False,False,False,False,clickrow,trackdone,0.51,0.455,0.544,87.0,0.471,0.035,0.007,-8.5,79,12.333088482950114,Evening,-0.8660254037844386,0.5000000000000001,2
2,2025-11-13 21:19:51+00:00,Thursday,21,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,54665,True,False,False,False,trackdone,fwdbtn,0.41,0.3,0.202,72.82,0.795,0.032,0.0,-10.66,61,10.908997222941911,Late Night,-0.7071067811865477,0.7071067811865474,1
2,2025-11-14 13:53:59+00:00,Friday,13,O Maahi,Arijit Singh,Dunki,Hindi,Bollywood,138451,False,False,False,False,fwdbtn,trackdone,0.541,0.521,0.45,97.98,0.635,0.037,0.004,-7.51,73,11.83827897414302,Afternoon,-0.2588190451025208,-0.9659258262890684,2
2,2025-11-14 20:18:26+00:00,Friday,20,Ranjha,B Praak,Shershaah,Hindi,Bollywood,189901,False,True,False,False,clickrow,endplay,0.488,0.434,0.313,85.25,0.537,0.024,0.005,-10.35,83,12.154263428603793,Evening,-0.8660254037844386,0.5000000000000001,1
2,2025-11-14 22:52:01+00:00,Friday,22,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,244756,False,False,False,False,fwdbtn,trackdone,0.457,0.33,0.549,86.69,0.691,0.048,0.004,-11.58,72,12.408021160596638,Late Night,-0.5000000000000004,0.8660254037844384,1
2,2025-11-15 17:37:13+00:00,Saturday,17,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,189194,False,False,False,False,fwdbtn,trackdone,0.599,0.516,0.598,98.46,0.395,0.067,0.001,-6.36,74,12.150533508189405,Evening,-0.9659258262890684,-0.2588190451025206,2
2,2025-11-16 07:24:56+00:00,Sunday,7,O Maahi,Arijit Singh,Dunki,Hindi,Bollywood,152643,False,True,False,False,appload,trackdone,0.53,0.415,0.32,93.11,0.567,0.033,0.0,-10.13,68,11.935863691789493,Morning,0.9659258262890684,-0.2588190451025206,1
2,2025-11-16 18:16:30+00:00,Sunday,18,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,163535,False,False,False,False,trackdone,trackdone,0.463,0.405,0.491,80.8,0.809,0.018,0.0,-11.01,64,12.004788428568858,Evening,-1.0,-1.8369701987210294e-16,1
2,2025-11-16 20:25:37+00:00,Sunday,20,Brown Munde,AP Dhillon,Brown Munde,Hindi,Punjabi,162755,False,False,False,False,trackdone,trackdone,0.769,0.81,0.664,123.61,0.083,0.134,0.0,-5.2,86,12.000007425750717,Evening,-0.8660254037844386,0.5000000000000001,0
2,2025-11-16 22:15:10+00:00,Sunday,22,Perfect,Ed Sheeran,Divide,English,Pop,136327,True,True,False,False,trackdone,fwdbtn,0.602,0.387,0.684,101.6,0.423,0.055,0.001,-9.75,85,11.82281902578723,Late Night,-0.5000000000000004,0.8660254037844384,2
2,2025-11-17 20:13:11+00:00,Monday,20,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,251523,False,False,False,False,trackdone,trackdone,0.718,0.656,0.727,107.28,0.222,0.041,0.003,-6.75,88,12.43529369140441,Evening,-0.8660254037844386,0.5000000000000001,3
2,2025-11-17 20:25:12+00:00,Monday,20,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,215825,False,False,False,True,fwdbtn,trackdone,0.431,0.389,0.476,82.2,0.683,0.03,0.0,-11.61,61,12.282227806476518,Evening,-0.8660254037844386,0.5000000000000001,1
2,2025-11-17 21:39:50+00:00,Monday,21,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,147906,False,False,False,False,appload,trackdone,0.487,0.325,0.533,85.11,0.784,0.037,0.0,-11.69,75,11.904338976855437,Late Night,-0.7071067811865477,0.7071067811865474,1
2,2025-11-18 22:28:34+00:00,Tuesday,22,Obsessed,Riar Saab,Obsessed,Hindi,Punjabi,68400,True,False,False,False,trackdone,fwdbtn,0.696,0.675,0.707,120.32,0.077,0.095,0.0,-7.13,70,11.133142723386811,Late Night,-0.5000000000000004,0.8660254037844384,0
2,2025-11-19 08:55:13+00:00,Wednesday,8,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,178737,False,True,False,False,trackdone,trackdone,0.451,0.368,0.427,87.58,0.676,0.028,0.0,-10.53,61,12.09367632543561,Morning,0.8660254037844387,-0.4999999999999998,1
2,2025-11-19 23:50:29+00:00,Wednesday,23,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,213322,False,True,False,False,trackdone,trackdone,0.649,0.587,0.644,88.94,0.317,0.052,0.0,-7.62,86,12.270562727994612,Late Night,-0.2588190451025215,0.965925826289068,2
2,2025-11-20 08:45:45+00:00,Thursday,8,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,206994,False,False,False,False,trackdone,trackdone,0.578,0.589,0.705,89.22,0.304,0.036,0.0,-7.3,78,12.240449917366409,Morning,0.8660254037844387,-0.4999999999999998,2
2,2025-11-20 09:23:35+00:00,Thursday,9,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,218918,False,False,False,True,fwdbtn,trackdone,0.753,0.587,0.668,107.82,0.259,0.039,0.003,-6.41,81,12.296457077368744,Morning,0.7071067811865476,-0.7071067811865475,3
2,2025-11-20 12:45:37+00:00,Thursday,12,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,102381,True,True,False,False,clickrow,fwdbtn,0.482,0.439,0.337,84.37,0.697,0.028,0.006,-9.94,88,11.53646619488621,Afternoon,1.2246467991473532e-16,-1.0,1
2,2025-11-21 20:26:46+00:00,Friday,20,Blinding Lights,The Weeknd,After Hours,English,Pop,89979,True,False,False,False,clickrow,fwdbtn,0.758,0.712,0.715,175.43,0.093,0.052,0.009,-4.12,89,11.407342702395164,Evening,-0.8660254037844386,0.5000000000000001,0
2,2025-11-21 23:20:47+00:00,Friday,23,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,250166,False,False,False,False,trackdone,trackdone,0.588,0.549,0.718,102.33,0.33,0.043,0.006,-8.43,79,12.429883973831693,Late Night,-0.2588190451025215,0.965925826289068,2
2,2025-11-23 22:23:35+00:00,Sunday,22,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,99652,True,False,False,False,backbtn,fwdbtn,0.604,0.54,0.734,99.57,0.344,0.032,0.001,-7.89,79,11.509449430556574,Late Night,-0.5000000000000004,0.8660254037844384,2
2,2025-11-23 23:49:49+00:00,Sunday,23,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,136331,False,False,False,False,trackdone,trackdone,0.499,0.312,0.513,84.73,0.642,0.052,0.0,-10.07,72,11.822848366357904,Late Night,-0.2588190451025215,0.965925826289068,1
2,2025-11-25 08:29:22+00:00,Tuesday,8,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,49889,True,True,False,False,trackdone,fwdbtn,0.52,0.469,0.616,90.72,0.466,0.04,0.0,-6.57,75,10.817575860855085,Morning,0.8660254037844387,-0.4999999999999998,2
2,2025-11-25 21:26:24+00:00,Tuesday,21,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,234344,False,False,False,False,trackdone,trackdone,0.502,0.534,0.623,87.25,0.415,0.043,0.005,-9.12,75,12.364549667514114,Late Night,-0.7071067811865477,0.7071067811865474,2
2,2025-11-25 23:54:36+00:00,Tuesday,23,Ranjha,B Praak,Shershaah,Hindi,Bollywood,207202,False,False,False,False,trackdone,trackdone,0.509,0.428,0.359,81.47,0.571,0.011,0.009,-7.29,71,12.241454268027129,Late Night,-0.2588190451025215,0.965925826289068,1
2,2025-11-26 21:12:39+00:00,Wednesday,21,As It Was,Harry Styles,Harrys House,English,Pop,206721,False,True,False,False,clickrow,trackdone,0.783,0.666,0.77,104.89,0.19,0.026,0.003,-5.59,90,12.239130174452171,Late Night,-0.7071067811865477,0.7071067811865474,3
2,2025-11-26 21:49:41+00:00,Wednesday,21,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,112445,True,False,True,True,trackdone,fwdbtn,0.666,0.7,0.838,125.07,0.232,0.036,0.0,-7.53,68,11.630228385389737,Late Night,-0.7071067811865477,0.7071067811865474,3
2,2025-11-27 20:39:56+00:00,Thursday,20,Maan Meri Jaan,King,Champagne Talk,Hindi,Hindi Pop,252072,False,False,False,False,clickrow,trackdone,0.759,0.661,0.646,108.31,0.259,0.053,0.0,-9.04,74,12.437474007083358,Evening,-0.8660254037844386,0.5000000000000001,3
2,2025-11-27 22:44:14+00:00,Thursday,22,Night Changes,One Direction,FOUR,English,Pop,100269,True,True,False,False,clickrow,fwdbtn,0.514,0.478,0.548,123.26,0.148,0.033,0.001,-8.12,80,11.515621826517972,Late Night,-0.5000000000000004,0.8660254037844384,2
2,2025-11-28 23:15:52+00:00,Friday,23,As It Was,Harry Styles,Harrys House,English,Pop,281352,False,False,False,False,trackdone,trackdone,0.743,0.722,0.748,101.88,0.138,0.047,0.0,-6.87,88,12.54736538768,Late Night,-0.2588190451025215,0.965925826289068,3
2,2025-11-30 09:28:17+00:00,Sunday,9,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,204646,False,False,False,False,appload,trackdone,0.4,0.305,0.376,84.24,0.721,0.021,0.0,-11.41,74,12.229041822638903,Morning,0.7071067811865476,-0.7071067811865475,1
2,2025-11-30 12:57:04+00:00,Sunday,12,Night Changes,One Direction,FOUR,English,Pop,181495,False,False,False,False,clickrow,trackdone,0.524,0.474,0.546,121.6,0.187,0.009,0.0,-7.87,81,12.108988893876695,Afternoon,1.2246467991473532e-16,-1.0,2
2,2025-12-01 18:06:32+00:00,Monday,18,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,201328,False,False,False,False,trackdone,trackdone,0.658,0.576,0.799,95.86,0.387,0.038,0.0,-10.35,79,12.212695664838408,Evening,-1.0,-1.8369701987210294e-16,2
2,2025-12-01 20:01:38+00:00,Monday,20,lovely,Billie Eilish,lovely,English,Pop,257715,False,False,False,False,clickrow,endplay,0.493,0.345,0.199,112.59,0.632,0.037,0.001,-11.19,89,12.459613482411967,Evening,-0.8660254037844386,0.5000000000000001,1
2,2025-12-01 23:20:27+00:00,Monday,23,Maan Meri Jaan,King,Champagne Talk,Hindi,Hindi Pop,53515,True,False,False,False,clickrow,fwdbtn,0.731,0.562,0.604,100.82,0.189,0.067,0.0,-3.78,81,10.88773595359351,Late Night,-0.2588190451025215,0.965925826289068,3
2,2025-12-02 22:31:24+00:00,Tuesday,22,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,276592,False,True,False,False,trackdone,trackdone,0.773,0.712,0.621,114.59,0.096,0.118,0.006,-4.61,76,12.530302390589595,Late Night,-0.5000000000000004,0.8660254037844384,0
2,2025-12-03 18:03:34+00:00,Wednesday,18,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,220547,False,False,False,False,trackdone,trackdone,0.629,0.588,0.757,92.88,0.335,0.014,0.001,-7.96,73,12.303870637253477,Evening,-1.0,-1.8369701987210294e-16,2
2,2025-12-04 00:27:47+00:00,Thursday,0,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,260002,False,True,False,False,appload,trackdone,0.494,0.482,0.606,87.22,0.451,0.064,0.0,-10.04,84,12.468448448392635,Late Night,0.0,1.0,2
2,2025-12-04 18:03:06+00:00,Thursday,18,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,267819,False,True,False,False,trackdone,endplay,0.702,0.686,0.744,105.65,0.281,0.073,0.0,-6.55,82,12.498070392049556,Evening,-1.0,-1.8369701987210294e-16,3
2,2025-12-04 21:06:56+00:00,Thursday,21,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,220196,False,True,False,False,fwdbtn,trackdone,0.745,0.729,0.506,121.72,0.165,0.091,0.005,-7.82,77,12.302277879199709,Late Night,-0.7071067811865477,0.7071067811865474,0
2,2025-12-05 22:39:03+00:00,Friday,22,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,143136,False,True,True,False,trackdone,trackdone,0.691,0.592,0.727,108.21,0.258,0.05,0.009,-7.51,76,11.87155749257079,Late Night,-0.5000000000000004,0.8660254037844384,2
2,2025-12-06 21:17:49+00:00,Saturday,21,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,238526,False,True,False,False,trackdone,trackdone,0.692,0.66,0.665,103.47,0.242,0.057,0.0,-5.86,79,12.382237790450212,Late Night,-0.7071067811865477,0.7071067811865474,3
2,2025-12-06 21:34:06+00:00,Saturday,21,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,203512,False,False,False,False,clickrow,trackdone,0.679,0.555,0.745,95.28,0.42,0.071,0.001,-9.2,83,12.223485163888297,Late Night,-0.7071067811865477,0.7071067811865474,2
2,2025-12-06 22:30:43+00:00,Saturday,22,Husn,Anuv Jain,Husn,Hindi,Indie,127110,False,False,False,False,fwdbtn,trackdone,0.463,0.358,0.376,78.36,0.679,0.037,0.0,-10.1,75,11.752815999459404,Late Night,-0.5000000000000004,0.8660254037844384,1
2,2025-12-07 12:59:46+00:00,Sunday,12,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,209262,False,True,False,False,trackdone,trackdone,0.684,0.746,0.894,120.53,0.273,0.072,0.0,-8.25,89,12.251347113064714,Afternoon,1.2246467991473532e-16,-1.0,3
2,2025-12-07 18:07:39+00:00,Sunday,18,Perfect,Ed Sheeran,Divide,English,Pop,162055,False,True,False,False,clickrow,endplay,0.628,0.538,0.71,105.66,0.413,0.02,0.0,-8.87,86,11.995697233493642,Evening,-1.0,-1.8369701987210294e-16,2
2,2025-12-08 12:53:59+00:00,Monday,12,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,224454,False,True,False,False,trackdone,trackdone,0.659,0.593,0.651,96.79,0.441,0.062,0.005,-9.04,76,12.321430520638277,Afternoon,1.2246467991473532e-16,-1.0,2
2,2025-12-09 13:02:24+00:00,Tuesday,13,Husn,Anuv Jain,Husn,Hindi,Indie,153411,False,False,False,False,clickrow,trackdone,0.409,0.292,0.431,82.03,0.823,0.028,0.0,-12.21,66,11.94088239171362,Afternoon,-0.2588190451025208,-0.9659258262890684,1
2,2025-12-09 17:51:01+00:00,Tuesday,17,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,229646,False,False,False,False,trackdone,trackdone,0.728,0.68,0.759,113.95,0.042,0.113,0.002,-8.01,76,12.34429862631133,Evening,-0.9659258262890684,-0.2588190451025206,0
2,2025-12-09 21:41:18+00:00,Tuesday,21,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,273382,False,True,False,False,trackdone,trackdone,0.708,0.699,0.817,109.01,0.225,0.1,0.0,-4.76,70,12.518629021382624,Late Night,-0.7071067811865477,0.7071067811865474,0
2,2025-12-10 09:56:50+00:00,Wednesday,9,Ranjha,B Praak,Shershaah,Hindi,Bollywood,228654,False,True,False,False,trackdone,trackdone,0.523,0.476,0.389,83.05,0.571,0.031,0.0,-9.44,75,12.339969596330164,Morning,0.7071067811865476,-0.7071067811865475,1
2,2025-12-10 17:17:20+00:00,Wednesday,17,Blinding Lights,The Weeknd,After Hours,English,Pop,244374,False,True,False,False,trackdone,trackdone,0.815,0.713,0.785,172.61,0.0,0.019,0.0,-4.11,95,12.406459209721769,Evening,-0.9659258262890684,-0.2588190451025206,0
2,2025-12-12 00:32:12+00:00,Friday,0,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,165676,False,True,False,False,trackdone,trackdone,0.671,0.537,0.779,95.16,0.448,0.042,0.0,-9.68,82,12.017795388710937,Late Night,0.0,1.0,2
2,2025-12-12 21:57:46+00:00,Friday,21,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,127038,False,False,False,False,clickrow,endplay,0.564,0.524,0.564,91.01,0.48,0.063,0.0,-11.41,72,11.752249404913458,Late Night,-0.7071067811865477,0.7071067811865474,2
2,2025-12-13 21:43:35+00:00,Saturday,21,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,57261,True,False,False,False,fwdbtn,fwdbtn,0.588,0.59,0.698,100.43,0.395,0.025,0.0,-7.17,84,10.95539250643891,Late Night,-0.7071067811865477,0.7071067811865474,2
2,2025-12-13 22:09:57+00:00,Saturday,22,lovely,Billie Eilish,lovely,English,Pop,140837,True,True,False,False,appload,fwdbtn,0.458,0.269,0.308,119.57,0.61,0.024,0.0,-8.86,88,11.85536557265694,Late Night,-0.5000000000000004,0.8660254037844384,1
2,2025-12-14 18:41:03+00:00,Sunday,18,Night Changes,One Direction,FOUR,English,Pop,151391,True,False,False,False,clickrow,fwdbtn,0.531,0.459,0.517,123.92,0.184,0.039,0.002,-8.6,73,11.927627778430876,Evening,-1.0,-1.8369701987210294e-16,2
2,2025-12-14 22:45:11+00:00,Sunday,22,Maan Meri Jaan,King,Champagne Talk,Hindi,Hindi Pop,205423,False,True,False,False,trackdone,trackdone,0.712,0.63,0.664,111.06,0.168,0.051,0.0,-8.31,75,12.232831414830866,Late Night,-0.5000000000000004,0.8660254037844384,3
2,2025-12-15 09:57:26+00:00,Monday,9,Obsessed,Riar Saab,Obsessed,Hindi,Punjabi,95474,True,True,False,False,appload,fwdbtn,0.801,0.699,0.63,117.66,0.066,0.096,0.0,-6.02,71,11.466619712093715,Morning,0.7071067811865476,-0.7071067811865475,0
2,2025-12-15 20:10:31+00:00,Monday,20,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,220857,False,False,False,False,trackdone,endplay,0.643,0.642,0.67,83.14,0.277,0.059,0.0,-7.95,79,12.305275240049845,Evening,-0.8660254037844386,0.5000000000000001,2
2,2025-12-16 08:46:03+00:00,Tuesday,8,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,184576,False,False,False,False,trackdone,endplay,0.646,0.536,0.743,95.34,0.412,0.044,0.0,-8.36,76,12.125821999572304,Morning,0.8660254037844387,-0.4999999999999998,2
2,2025-12-16 22:15:28+00:00,Tuesday,22,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,142798,True,False,False,False,trackdone,fwdbtn,0.573,0.589,0.656,88.57,0.409,0.022,0.0,-8.51,77,11.86919332606198,Late Night,-0.5000000000000004,0.8660254037844384,2
2,2025-12-16 22:19:43+00:00,Tuesday,22,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,232643,False,True,False,False,trackdone,trackdone,0.474,0.388,0.293,74.36,0.61,0.028,0.006,-10.1,79,12.357264667127208,Late Night,-0.5000000000000004,0.8660254037844384,1
2,2025-12-16 22:58:51+00:00,Tuesday,22,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,149155,True,False,False,False,trackdone,fwdbtn,0.656,0.756,0.758,129.93,0.136,0.034,0.002,-7.59,83,11.912748017092204,Late Night,-0.5000000000000004,0.8660254037844384,3
2,2025-12-17 01:42:05+00:00,Wednesday,1,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,86312,True,True,True,False,fwdbtn,fwdbtn,0.495,0.472,0.595,76.53,0.451,0.025,0.0,-10.25,74,11.365735503038565,Late Night,0.2588190451025207,0.9659258262890684,2
2,2025-12-17 08:01:47+00:00,Wednesday,8,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,189153,False,False,False,False,fwdbtn,trackdone,0.76,0.675,0.617,118.34,0.112,0.099,0.004,-4.65,76,12.15031677707522,Morning,0.8660254037844387,-0.4999999999999998,0
2,2025-12-17 20:10:06+00:00,Wednesday,20,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,156758,False,False,False,False,trackdone,trackdone,0.604,0.606,0.732,90.04,0.256,0.026,0.003,-7.51,77,11.96246487311486,Evening,-0.8660254037844386,0.5000000000000001,2
2,2025-12-18 01:51:54+00:00,Thursday,1,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,169292,False,True,False,False,clickrow,trackdone,0.687,0.525,0.77,92.07,0.335,0.036,0.002,-7.71,81,12.039386220544632,Late Night,0.2588190451025207,0.9659258262890684,2
2,2025-12-18 18:44:01+00:00,Thursday,18,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,245502,False,False,True,False,fwdbtn,trackdone,0.737,0.565,0.778,99.35,0.218,0.073,0.001,-6.82,88,12.411064446101316,Evening,-1.0,-1.8369701987210294e-16,3
2,2025-12-19 12:42:38+00:00,Friday,12,Satranga,Arijit Singh,Animal,Hindi,Bollywood,217909,False,False,False,False,trackdone,trackdone,0.517,0.43,0.359,89.27,0.468,0.024,0.0,-10.55,73,12.291837412490969,Afternoon,1.2246467991473532e-16,-1.0,1
2,2025-12-21 00:34:41+00:00,Sunday,0,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,183432,False,False,False,False,fwdbtn,endplay,0.618,0.558,0.751,97.88,0.339,0.041,0.002,-7.79,77,12.119604757187464,Late Night,0.0,1.0,2
2,2025-12-21 23:08:38+00:00,Sunday,23,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,254009,False,True,False,False,trackdone,endplay,0.507,0.339,0.505,74.99,0.703,0.026,0.0,-10.78,64,12.445128915304432,Late Night,-0.2588190451025215,0.965925826289068,1
2,2025-12-22 00:59:57+00:00,Monday,0,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,174224,False,True,False,False,trackdone,trackdone,0.481,0.313,0.429,78.23,0.691,0.056,0.002,-11.98,74,12.06810284630672,Late Night,0.0,1.0,1
2,2025-12-22 13:11:09+00:00,Monday,13,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,133335,False,False,True,False,trackdone,trackdone,0.602,0.55,0.723,94.71,0.31,0.03,0.001,-6.73,76,11.800627537222011,Afternoon,-0.2588190451025208,-0.9659258262890684,2
2,2025-12-22 18:20:49+00:00,Monday,18,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,46193,True,True,False,False,trackdone,fwdbtn,0.601,0.527,0.648,95.94,0.388,0.019,0.0,-8.46,79,10.740605198506104,Evening,-1.0,-1.8369701987210294e-16,2
